Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Details
GRM4,ENSG00000124493,0.00681470905634363,0.0111919597436324,0.0108493276795212,0.0235404073909672,
AGGF1,ENSG00000164252,0.00684015617702682,0.00459655982029816,0.0692011853533994,-0.0202023064324657,
ENC1,ENSG00000171617,0.00684195170702151,0.016075902212776,0.00477979380491278,0.0419129214902447,
PSG4,ENSG00000243137,0.00685927537082631,0.448234464214618,0.00375300193801698,-0.00380949004733898,
IPO7,ENSG00000205339,0.00687213117093421,0.0496518585323231,0.00456588290685822,0.0370635807505963,
GNPNAT1,ENSG00000100522,0.00689229599971297,0.425554141356491,0.00362801535461177,0.0275829827449085,
SEPT2,ENSG00000168385,0.00691491828107216,0.0579251758773421,0.00499898308682301,-0.0201348546739834,
RAPGEFL1,ENSG00000108352,0.00701052746667385,0.0220728627776096,0.00688377703276011,0.0392971519487897,
SENP2,ENSG00000163904,0.00706168560523979,0.0692133807196774,0.00383455230228691,0.0307760532004941,
FAM124A,ENSG00000150510,0.00711404899622525,0.00356094173430266,0.125635884506458,0.0220286975920157,
SEC61A1,ENSG00000058262,0.00716645664858062,0.246286149136088,0.0042144556358692,0.0344772978509654,
GRHL1,ENSG00000134317,0.0071910883817361,0.00494077265869464,0.0370023978158109,0.0343523246361321,
TRMT10A,ENSG00000145331,0.00723149217874974,0.00447700691903896,0.0247637190665401,0.0352375898018746,
FAM216B,ENSG00000179813,0.00727382335532223,0.0199897562709286,0.00512376177083307,0.0352570621354012,
GPR141,ENSG00000187037,0.00732088297423095,0.0167313527690937,0.00542425662393287,0.0359828875002107,
SSX5,ENSG00000165583,0.00732230966699576,0.0076481688095198,0.008494713922648,0.0285668393508148,
ITGB3,ENSG00000259207,0.00732242531161009,0.00405936182973776,0.356941154220982,0.0250971862296449,
FOXB2,ENSG00000204612,0.00735034715689586,0.00890454866503854,0.0117213643882819,0.0308528407353821,
MYT1,ENSG00000196132,0.00736140226345394,0.754688513507212,0.00385382801462608,0.00144314749569863,
ARPC2,ENSG00000163466,0.00738621559418184,0.0484811213751043,0.00430284760928545,0.0594749578471423,
EMP3,ENSG00000142227,0.00743084317758058,0.00653709056494711,0.0204382989283383,0.0281439972874227,
UBL5,ENSG00000198258,0.00746967630445217,0.0513260881855714,0.00499169835522417,0.169696069603157,
RTN4IP1,ENSG00000130347,0.00751693993160396,0.433157365488008,0.00380860693667895,0.0105123630784562,
ACVR1B,ENSG00000135503,0.00753052510209784,0.30976899563206,0.00354828076112723,0.02138959745104,
