Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Details
GTF2H4,ENSG00000213780,0.0000186601221713323,0.0000691717017418103,0.0000210122636880028,-0.00853150394663964,
NCR3,ENSG00000204475,0.0000192588755275613,0.391939888018695,0.00000753403334874392,0.00108307225179129,
SPATA13,ENSG00000182957,0.0000204265961900596,0.718137062685185,0.00000709607521720557,0.000378294128018341,
CCDC28A,ENSG00000024862,0.0000241033294255955,0.000470850769025977,0.0000230362774016335,0.00703523760552132,
PSORS1C1,ENSG00000204540,0.0000269534064816224,0.271993932599603,0.0000183558741075895,0.0020815286487804,
LTA,ENSG00000226979,0.0000331539158143768,0.000122514550787045,0.0000342180342045584,0.0143745303058062,
CUX2,ENSG00000111249,0.0000348812550167166,0.00973988103252632,0.000017849006311188,-0.00340187671809536,
CTSS,ENSG00000163131,0.0000390821424951504,0.000958756507507319,0.0000258998464937044,-0.0147074419392586,
HLA-DPA1,ENSG00000231389,0.0000399547004413803,0.0000348833932541925,0.00127308115527647,-0.00346893633890336,
CLIC1,ENSG00000213719,0.0000486830771392333,0.000528810549018988,0.0000455899606870425,-0.00887162345577653,
LY6G5C,ENSG00000204428,0.0000592971711395052,0.000311231857218375,0.0000539103098885496,-0.0081250179507707,
PER3,ENSG00000049246,0.0000629893758899991,0.0000777540789507203,0.00024767087915345,-0.00375830655518356,
OR12D2,ENSG00000280236,0.0000866794606463328,0.0000850575226691852,0.000168459784165131,-0.00565742041788369,
OR10C1,ENSG00000206474,0.0000881572750510706,0.0000625907103419809,0.000213952963356467,0.00148944497944022,
TNFSF11,ENSG00000120659,0.0000893709799418829,0.000575574685089619,0.0000789592557463026,0.00619382788623174,
OR5V1,ENSG00000243729,0.0000943021601315097,0.0912859201811389,0.0000419023200810553,0.00235812544909423,
C1QTNF3-AMACR,ENSG00000273294,0.000110597892153619,0.0521629321989812,0.0000964190471082205,0.00904308865185255,
ZFP57,ENSG00000204644,0.000115438456762984,0.662613529523294,0.0000459471767422226,-0.000450780359719541,
SAPCD1,ENSG00000228727,0.000153505736035564,0.0167861608755615,0.0000752700014735597,0.00383150526294219,
PARD6A,ENSG00000102981,0.000156713748702852,0.000187734746552204,0.0003476066126753,0.00943383411560773,
SSBP1,ENSG00000106028,0.00016645299609197,0.000193499164681366,0.000691792265939517,0.0330831801262251,
CFAP36,ENSG00000163001,0.000175902650883297,0.116796472623717,0.0000743087663230835,0.00377105158404009,
FAM237A,ENSG00000235118,0.000194200802331679,0.000174706999970464,0.00155704476787566,0.0111442528846503,
TNFRSF1B,ENSG00000028137,0.000201208538186282,0.00056736849450012,0.000237355539833062,-0.00805687121170715,
FAM117B,ENSG00000138439,0.000217830572417865,0.0423001734355827,0.000133885752560126,-0.00427419744505205,
TAP1,ENSG00000168394,0.000230972468428847,0.00320164965399594,0.000113569879745645,0.00213766034958422,
